CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
10842,386,Germany,Female,52,5,52585.41,4,1,0,121604.98,0
10843,550,France,Female,24,2,102695.04,1,1,1,78048.04,0
10844,433,France,Male,53,1,7271.07,2,1,1,100306.65,0
10845,839,Germany,Female,41,3,116971.89,2,1,0,85808.51,1
10846,592,Germany,Male,60,2,115768.43,4,0,1,122630.23,0
10847,350,France,Female,47,8,194044.83,3,0,1,67056.66,0
10848,664,Germany,Female,49,8,34539.48,2,1,0,65540.34,0
10849,783,France,Male,69,7,109731.75,2,1,0,87052.68,1
10850,418,Spain,Male,38,3,24787.02,2,1,0,145673.59,1
10851,415,France,Female,60,2,47406.54,4,1,0,69113.97,0
10852,374,France,Male,27,10,77602.93,4,0,0,69416.5,0
10853,406,France,Female,21,10,95058.46,4,1,1,80943.25,0
10854,786,Spain,Male,55,9,68374.19,1,0,0,149496.07,0
10855,735,France,Female,43,0,66307.27,1,1,1,32511.65,0
10856,504,Germany,Male,49,6,36198.97,2,1,0,93937.17,0
10857,357,Spain,Female,62,2,45860.49,2,1,0,95364.85,1
10858,394,Spain,Male,55,1,89167.54,4,1,1,134570.59,0
10859,680,France,Male,48,4,103766.06,4,0,0,58731.45,0
10860,434,Germany,Female,69,10,108432.87,1,0,1,96229.51,0
10861,470,Germany,Male,56,8,128910.09,3,1,0,45408.09,1
10862,724,Germany,Female,73,3,140025.21,3,1,0,64416.34,0
10863,779,France,Female,73,6,32295.17,4,1,0,20562.65,0
10864,493,France,Male,69,10,41459.69,2,0,0,49176.98,0
10865,632,France,Male,73,7,62229.09,1,1,0,64464.51,0
10866,494,France,Female,27,4,34446.22,1,0,1,51779.13,0
10867,464,Germany,Male,65,10,131829.24,4,0,0,67937.39,0
10868,491,France,Female,71,5,114651.49,4,0,0,50422.87,0
10869,641,France,Female,50,4,65355.25,3,1,0,45688.32,0
10870,440,France,Male,29,7,78506.11,3,0,0,58002.21,0
10871,716,France,Female,35,1,144305.01,2,1,1,103954.67,1
10872,539,France,Female,64,0,51532.67,4,1,1,97206.65,0
10873,774,Spain,Female,27,4,53434.51,3,0,0,147151.9,0
10874,705,France,Male,42,0,123713.36,4,1,1,29180.21,1
10875,359,France,Female,27,6,98574.91,1,0,0,122923.57,0
10876,733,Germany,Female,74,8,153237.03,1,0,1,21222.22,0
10877,812,France,Female,54,1,92816.29,4,1,1,41791.08,0
10878,480,France,Female,19,1,114625.11,4,1,0,12455.49,0
10879,762,Spain,Female,62,0,40184.37,1,0,1,79941.53,0
10880,667,Spain,Male,28,0,17492.7,1,0,1,11765.82,0
10881,466,Germany,Male,66,7,71016.25,2,1,1,19183.82,0
10882,404,France,Female,50,6,81072.94,4,1,0,100474.56,0
10883,651,France,Male,70,10,95025.5,3,0,1,100884.91,0
10884,382,France,Female,25,1,127382.92,2,1,1,23346.23,0
10885,612,France,Female,34,10,75934.69,2,1,1,96929.0,0
10886,481,France,Female,28,8,58866.07,4,1,0,69847.64,0
10887,652,France,Female,37,4,134068.08,4,1,0,131584.93,0
10888,622,Germany,Male,67,6,69114.86,2,1,1,90715.17,0
10889,472,France,Female,29,4,127907.84,4,0,1,83578.48,0
10890,782,France,Male,67,0,197597.02,4,0,1,148804.63,1
10891,811,Spain,Male,49,9,113147.91,3,0,1,48681.46,0
10892,631,France,Female,18,0,125484.99,2,1,1,73534.58,0
10893,703,France,Male,71,10,99938.91,2,0,1,118266.76,0
10894,656,France,Female,37,9,86003.05,3,1,0,111369.51,0
10895,633,Spain,Female,61,3,87413.84,2,0,0,15799.62,0
10896,623,Germany,Female,40,10,75459.43,2,1,0,11732.59,1
10897,823,Germany,Female,42,10,133829.5,2,0,0,49083.16,0
10898,401,Germany,Female,23,1,21072.71,3,0,0,145983.84,0
10899,535,France,Male,27,7,56225.78,2,1,1,19204.13,0
10900,588,France,Female,52,2,109316.06,1,1,0,12948.44,0
10901,618,Germany,Female,66,1,23142.75,1,1,1,138934.17,1
10902,404,Spain,Female,42,2,65543.54,3,1,1,29723.64,0
10903,666,Spain,Male,69,4,31735.42,2,1,0,54322.7,0
10904,525,Germany,Male,69,5,96875.01,4,1,1,130727.99,0
10905,658,Germany,Male,61,0,121177.7,3,0,1,65747.14,1
10906,391,France,Male,62,7,155006.56,2,1,1,16298.74,0
10907,517,Spain,Female,34,4,100412.61,3,0,0,68276.6,0
10908,549,France,Female,29,8,30347.59,4,1,1,112113.23,0
10909,647,France,Male,40,5,86032.9,2,1,1,32292.73,0
10910,505,Germany,Male,70,5,104253.94,3,1,1,47250.93,1
10911,564,Spain,Female,51,8,152536.41,2,1,1,56848.87,0
10912,592,Spain,Male,57,0,51450.53,3,1,0,11605.18,0
10913,713,France,Female,70,3,92878.48,1,1,0,106290.24,0
10914,846,France,Female,64,7,33226.9,4,1,0,22954.21,0
10915,531,France,Male,31,7,112606.81,1,1,1,40263.05,0
10916,724,Spain,Male,65,2,97109.08,2,1,1,72497.3,0
10917,575,Spain,Female,41,7,100221.56,1,0,1,116222.29,0
10918,473,France,Male,61,4,122350.06,4,1,0,21645.77,0
10919,644,Spain,Male,21,5,93685.64,3,1,0,145415.71,0
10920,470,France,Male,31,9,34515.33,2,0,1,80894.45,0
10921,442,France,Male,18,6,91734.51,4,1,0,33430.88,0
10922,455,Germany,Female,74,7,140405.09,4,0,0,34940.9,1
10923,623,France,Male,31,5,64932.94,3,1,1,85312.21,0
10924,566,France,Female,60,6,73195.01,2,0,0,22664.65,0
10925,789,France,Male,64,6,2080.77,2,1,1,32847.93,1
10926,848,Germany,Female,32,1,138097.68,2,1,0,143718.65,0
10927,697,Germany,Female,56,5,42662.14,3,0,0,132457.29,0
10928,797,Spain,Female,45,3,29027.53,3,1,0,96214.25,0
10929,600,Spain,Female,45,10,45956.39,1,0,1,114728.81,0
10930,616,France,Male,32,3,22231.8,1,0,0,25488.49,0
10931,414,France,Male,41,1,57188.67,1,0,1,48578.48,0
10932,601,Spain,Female,30,9,144687.12,3,1,1,12229.14,0
10933,637,Germany,Male,33,9,117041.01,1,0,1,91377.51,0
10934,488,France,Male,38,9,153227.4,3,1,1,10671.29,1
10935,556,France,Female,61,8,156770.79,3,1,1,24766.1,0
10936,471,Spain,Male,58,5,20277.96,3,0,0,149451.35,0
10937,537,Germany,Female,45,0,99121.13,3,0,1,22566.25,0
10938,551,France,Male,37,4,157479.47,2,1,0,147861.77,0
10939,708,Germany,Female,21,7,203140.77,1,0,0,85533.18,0
10940,482,Germany,Male,34,3,9473.08,3,1,1,78305.51,0
10941,837,France,Male,53,3,10038.08,4,1,1,27924.93,0
10942,731,Spain,Male,67,10,98397.96,2,1,1,65185.9,0
10943,609,Spain,Female,74,5,52353.0,1,1,1,58987.44,0
10944,560,France,Female,64,2,14616.02,3,0,0,107418.98,0
10945,442,France,Female,22,5,93354.62,3,1,1,147498.15,0
10946,563,France,Male,56,9,26390.29,3,1,1,55361.85,0
10947,689,Spain,Female,74,8,58434.98,3,0,1,13590.8,0
10948,821,Germany,Male,24,5,70164.53,1,0,0,145091.76,0
10949,575,Germany,Male,23,5,78655.98,1,1,1,77751.28,1
10950,563,Germany,Female,70,8,107972.66,2,1,1,67495.68,0
10951,775,France,Female,35,6,125323.78,2,1,1,116304.99,0
10952,618,Spain,Male,73,9,81901.03,3,1,1,99815.35,0
10953,727,France,Male,73,2,57901.49,3,1,0,85479.67,0
10954,715,Germany,Female,45,6,33272.71,4,0,1,29671.97,0
10955,528,France,Male,73,0,22938.62,3,0,0,121812.08,0
10956,384,France,Male,47,6,46300.22,1,0,1,44255.07,0
10957,761,Spain,Female,28,7,128508.85,3,1,1,95053.86,0
10958,507,Germany,Male,52,1,108693.71,1,0,1,36405.25,1
10959,616,France,Female,59,10,188898.21,3,1,1,42469.22,0
10960,475,France,Female,51,7,62643.11,3,1,0,97524.85,0
10961,703,Germany,Male,52,0,30838.72,1,1,1,114326.18,0
10962,753,France,Female,37,10,118709.18,2,1,0,146054.79,0
10963,380,France,Male,40,10,130750.74,1,0,1,105623.9,0
10964,821,France,Female,21,0,4402.68,3,0,1,99174.05,0
10965,488,Germany,Male,62,4,21113.21,4,1,1,93998.05,1
10966,836,France,Female,70,7,80029.96,3,1,0,50495.94,0
10967,777,Germany,Female,54,7,112047.87,1,1,1,138090.87,0
10968,736,France,Female,38,5,7115.35,2,1,1,91413.53,0
10969,360,Germany,Female,30,2,51818.13,2,0,1,17544.07,0
10970,416,France,Female,69,10,26785.2,3,1,0,76721.79,0
10971,693,Spain,Male,45,7,3525.42,4,0,1,57662.49,0
10972,772,Spain,Male,68,2,4188.57,4,0,1,31985.13,0
10973,812,France,Female,58,4,79213.31,1,0,1,106724.16,0
10974,472,France,Female,30,0,49849.8,2,1,0,123066.91,0
10975,771,Spain,Female,53,8,32738.87,4,1,0,135620.28,0
10976,350,France,Female,27,0,78267.6,4,1,0,132270.29,0
10977,426,Spain,Male,48,3,171249.85,3,1,1,148063.15,0
10978,804,France,Male,31,2,17041.98,2,1,0,36772.42,0
10979,413,Germany,Female,60,3,63256.97,2,0,0,89850.67,0
10980,732,France,Female,51,5,5904.35,1,1,1,67058.74,0
10981,537,Germany,Male,25,6,92754.91,1,1,0,111726.33,0
10982,660,Spain,Male,41,1,15403.97,2,0,1,106603.98,0
10983,380,France,Male,20,1,76385.78,3,1,0,20424.02,0
10984,498,Spain,Female,72,0,60209.05,1,0,1,48530.36,1
10985,657,Germany,Female,19,10,123569.33,4,0,1,40700.22,0
10986,529,France,Female,44,1,8172.33,1,1,1,20035.95,0
10987,679,France,Male,53,6,33768.11,1,0,0,48081.31,0
10988,359,France,Female,32,9,57441.06,1,1,1,77245.61,0
10989,690,France,Male,42,10,190865.95,1,1,1,53506.2,0
10990,679,Germany,Female,35,4,13533.45,4,1,0,31044.11,1
10991,762,France,Female,65,1,87529.94,2,1,0,122261.06,0
10992,435,Germany,Female,58,7,33317.79,1,1,1,19117.1,0
10993,509,Spain,Male,73,7,88653.87,4,1,1,44153.47,0
10994,423,Spain,Female,65,6,108231.69,3,1,1,105714.24,1
10995,357,Spain,Male,24,2,78854.77,2,1,0,66728.05,0
10996,769,Spain,Female,67,9,85805.61,3,0,0,100361.88,0
10997,439,France,Female,39,0,86749.82,2,0,1,20985.54,0
10998,578,Spain,Female,38,5,37080.17,1,1,1,141162.02,0
10999,760,France,Male,41,4,58329.07,4,1,1,65017.99,0
11000,640,Spain,Male,48,5,24214.64,3,1,1,125713.51,0
11001,424,Spain,Male,49,5,50340.36,3,0,0,68420.47,0
11002,563,Germany,Male,19,5,26627.37,4,1,0,126328.29,0
11003,403,Germany,Female,69,6,56049.16,4,0,1,14374.49,0
11004,494,France,Female,41,3,112796.98,2,0,0,48793.87,0
11005,693,Germany,Female,52,5,92490.22,3,0,0,148934.08,0
11006,590,France,Female,32,7,97543.79,3,1,0,20229.64,0
11007,654,France,Female,35,2,133770.55,3,0,1,129412.16,1
11008,357,France,Female,54,8,65992.56,3,1,0,62934.31,1
11009,808,Spain,Male,55,7,95179.66,2,0,1,77517.7,0
11010,418,Spain,Male,45,7,69136.87,2,0,0,49927.74,0
11011,755,France,Female,36,2,64886.69,3,0,0,58790.74,0
11012,610,France,Male,19,10,4341.13,3,0,1,147753.32,0
11013,788,France,Female,49,3,101951.55,4,1,0,75405.7,0
11014,611,France,Male,21,8,136210.83,2,1,0,29631.21,0
11015,801,France,Male,23,8,129308.31,1,1,0,116508.41,0
11016,630,Germany,Female,32,10,65508.93,2,0,0,39797.88,0
11017,356,France,Female,50,7,106983.08,2,0,1,84845.94,0
11018,579,France,Female,19,10,123209.42,2,0,0,119822.49,0
11019,824,France,Male,45,7,174792.51,1,1,0,73777.4,0
11020,776,Germany,Male,47,5,140638.16,2,1,0,23297.78,0
11021,481,France,Female,54,10,78500.66,4,0,1,112279.29,0
11022,351,France,Male,70,6,75775.29,3,1,1,139654.42,0
11023,396,France,Male,50,9,79912.82,2,1,1,104747.64,0
11024,681,Spain,Male,32,0,83349.57,1,0,1,140584.03,1
11025,801,France,Male,50,2,41898.3,2,0,0,75377.71,0
11026,474,Germany,Female,69,4,114522.27,1,0,0,38510.33,0
11027,498,France,Male,60,10,30688.21,3,0,1,56668.09,0
11028,690,Spain,Male,35,5,24413.8,2,1,0,121490.64,0
11029,422,France,Female,25,5,90613.3,4,1,1,140986.97,0
11030,663,Germany,Female,45,2,37438.17,3,0,0,47503.32,0
11031,633,Spain,Male,60,6,56286.01,1,1,1,125185.85,0
11032,559,Germany,Male,51,10,48625.85,4,1,1,116416.76,0
11033,763,France,Female,53,3,115753.61,1,1,1,41558.31,0
11034,382,France,Female,31,9,69893.85,2,0,1,125312.53,0
11035,512,Spain,Male,57,4,62945.38,4,0,0,68958.72,0
11036,629,France,Female,53,6,96739.88,2,1,0,30274.63,0
11037,778,France,Male,40,6,82263.01,2,0,1,88671.09,0
11038,459,Spain,Male,58,9,30164.39,3,1,0,45455.58,1
11039,834,France,Male,22,0,185015.83,2,1,0,85418.68,0
11040,455,France,Female,26,0,44403.99,3,0,0,143643.53,0
11041,617,France,Female,70,7,125980.27,4,1,1,37937.01,1
11042,713,France,Female,45,4,174993.87,1,0,1,87292.02,0
11043,465,France,Male,65,3,34667.77,1,0,0,81829.07,0
11044,760,Germany,Male,52,9,75558.72,4,1,0,33727.43,0
11045,499,France,Female,73,7,23335.35,1,0,1,95284.02,0
11046,382,France,Female,57,0,130304.58,4,0,0,44779.36,0
11047,434,Spain,Male,44,8,51011.7,4,0,1,136967.59,0
11048,673,Spain,Male,72,6,7189.39,2,0,0,129859.3,0
11049,570,Germany,Female,68,6,145553.75,4,0,1,84158.72,0
11050,664,France,Male,69,1,122714.33,2,0,1,44308.84,0
11051,548,Germany,Female,67,0,19289.67,3,0,1,30066.06,1
11052,464,Germany,Male,37,4,137906.9,3,1,1,42102.01,1
11053,495,France,Male,49,6,81342.43,2,0,0,83764.97,0
11054,383,Spain,Female,72,7,225604.84,2,1,1,91938.78,0
11055,552,France,Female,69,3,168353.32,4,1,0,29077.11,0
11056,370,Germany,Female,46,1,38368.19,3,1,0,114795.45,0
11057,481,France,Male,64,7,54709.55,1,0,0,78092.92,0
11058,556,Germany,Male,56,9,19911.13,2,0,1,146445.41,0
11059,779,Spain,Male,23,7,77750.46,2,0,1,65389.3,0
11060,614,Germany,Female,53,2,72820.77,2,0,0,74743.71,0
11061,807,France,Male,25,5,112250.49,1,0,0,120764.41,0
11062,849,Spain,Male,69,10,75051.52,3,1,0,67536.59,1
11063,567,Germany,Female,41,8,14134.33,2,1,1,119497.81,0
11064,413,France,Female,27,3,23630.24,2,1,1,85474.98,0
11065,408,France,Female,48,1,151054.05,1,1,1,26457.19,0
11066,722,Spain,Female,23,4,136205.77,1,0,1,136616.48,0
11067,496,France,Male,55,8,60812.95,2,0,0,135899.05,0
11068,510,Germany,Male,65,3,62277.93,3,0,1,27710.77,1
11069,692,Germany,Male,50,10,60407.24,2,1,1,56253.25,0
11070,374,Germany,Female,36,6,71342.55,2,1,1,89382.64,0
11071,839,Spain,Female,67,9,26061.15,4,0,0,24756.33,0
11072,792,France,Female,20,2,121290.23,1,1,1,66506.57,0
11073,728,France,Male,63,8,32359.99,2,0,0,19257.78,0
11074,808,France,Male,59,2,78447.47,3,1,1,84415.45,1
11075,382,Spain,Male,23,4,74712.39,3,1,1,77579.44,1
11076,771,France,Male,74,2,83435.55,4,1,1,139971.0,1
11077,524,Germany,Male,37,10,146660.37,1,0,0,122632.6,0
11078,683,France,Male,72,6,57993.23,2,0,0,47772.87,0
11079,383,Spain,Male,68,6,157027.54,2,0,0,105336.26,1
11080,447,Spain,Female,27,1,97077.35,3,0,1,144034.84,1
11081,630,France,Male,61,2,28029.46,1,0,1,27962.22,0
11082,441,Spain,Female,50,4,20801.33,4,0,1,84479.71,0
11083,547,Germany,Female,18,5,136619.12,4,0,1,30212.36,0
11084,790,France,Female,39,1,84959.36,4,1,1,45495.42,0
11085,573,France,Male,53,9,103984.59,1,1,1,79162.97,0
11086,640,France,Female,24,5,54455.97,3,1,1,11336.75,0
11087,492,Germany,Male,25,7,24348.88,3,1,1,77365.57,0
11088,385,France,Male,46,0,119877.79,2,1,0,51465.51,0
11089,394,France,Female,46,9,15307.61,4,1,1,18814.14,1
11090,570,France,Female,70,1,121644.12,2,0,1,84415.79,1
11091,741,Germany,Male,74,0,25739.5,4,1,1,38075.74,0
11092,665,Spain,Male,66,6,16981.15,4,1,0,38072.16,0
11093,522,Spain,Male,22,10,13206.91,3,0,0,141778.89,0
11094,394,France,Female,50,10,145074.07,2,0,1,71092.71,0
11095,385,Germany,Male,64,10,30351.04,1,1,0,86541.25,0
11096,434,France,Male,47,4,4697.1,4,1,1,24354.99,0
11097,451,France,Male,45,5,107858.52,4,1,1,143232.15,0
11098,568,Spain,Female,20,4,83133.21,4,1,0,92137.41,0
11099,374,France,Female,73,10,195692.6,3,1,1,51250.87,1
11100,795,Spain,Female,46,10,175571.85,2,1,1,102819.63,0
11101,787,Germany,Male,66,2,105399.88,3,1,1,100167.74,1
11102,370,France,Male,46,5,109566.49,1,0,1,77978.95,0
11103,436,Spain,Male,21,4,34674.28,4,0,1,69693.56,0
11104,461,France,Female,29,8,19433.45,2,0,0,23231.8,0
11105,819,Spain,Male,54,1,51164.08,1,1,1,116410.87,0
11106,672,France,Male,32,4,59806.8,2,0,0,15429.03,0
11107,835,France,Male,67,7,8901.14,3,0,1,18953.44,0
11108,549,Spain,Female,39,10,16574.27,3,1,0,97473.69,0
11109,411,France,Female,33,10,21397.34,4,0,0,132289.5,0
11110,730,France,Male,37,8,130948.84,1,1,0,135906.19,0
11111,744,Germany,Male,58,10,94413.6,3,1,0,40888.49,0
11112,680,France,Male,31,1,50943.08,1,1,0,124098.81,0
11113,457,Germany,Male,32,0,54171.2,1,1,0,35569.46,0
11114,718,Germany,Male,71,4,86703.04,4,0,1,36865.41,0
11115,706,Spain,Male,29,8,29953.23,4,1,1,74696.49,0
11116,599,France,Male,40,1,54868.06,2,1,1,90481.52,0
11117,833,Germany,Female,36,6,28809.33,1,0,0,84335.91,0
11118,543,Spain,Female,37,9,108419.18,4,0,1,138072.32,0
11119,581,France,Male,34,2,125140.69,2,0,0,79667.46,0
11120,539,Spain,Male,24,4,90770.66,1,1,1,60667.13,0
11121,457,France,Female,72,9,97386.44,4,1,0,74793.33,1
11122,640,Spain,Female,73,8,90940.48,3,0,0,35904.65,0
11123,679,Germany,Female,31,5,187132.15,4,1,0,110951.55,0
11124,679,Spain,Female,70,0,81661.56,4,0,1,34746.64,0
11125,654,Spain,Male,42,0,5950.61,2,1,1,77561.89,0
11126,602,Spain,Male,63,5,9788.38,3,1,0,22859.28,0
11127,471,France,Male,45,4,110817.01,2,1,1,110999.48,0
11128,372,Germany,Female,36,0,131189.87,3,1,1,60813.47,0
11129,619,France,Female,57,7,114202.37,4,0,1,119966.12,1
11130,838,France,Female,41,10,118176.03,3,0,0,33468.37,0
11131,604,France,Male,73,9,80659.83,3,0,1,78320.2,0
11132,467,Germany,Male,70,3,15545.97,2,0,1,132307.38,0
11133,555,Germany,Male,52,2,29204.74,1,1,0,112152.36,1
11134,801,Spain,Male,53,3,34046.15,2,0,1,38942.31,0
11135,536,France,Male,67,6,47662.09,2,0,0,23702.94,0
11136,546,France,Male,68,8,8429.0,1,0,1,93553.95,1
11137,811,France,Female,25,0,75419.55,3,1,1,147112.44,0
11138,505,Spain,Male,24,6,60084.34,1,1,1,66695.66,0
11139,680,Germany,Female,55,10,42146.41,3,1,0,108389.23,0
11140,716,Germany,Male,70,5,111944.72,1,0,1,105429.82,0
11141,555,Spain,Female,27,0,113553.8,2,1,1,146878.62,0
11142,521,Germany,Female,65,1,10159.73,4,1,0,66972.08,0
11143,631,France,Female,67,10,78089.76,1,1,1,22573.92,0
11144,638,France,Male,50,6,111015.81,4,0,0,23829.03,0
11145,663,France,Male,51,6,53022.95,4,1,1,137353.98,0
11146,568,Spain,Female,55,6,118980.67,1,0,0,40062.61,0
11147,784,Germany,Female,25,8,80561.52,2,0,0,91766.64,0
11148,534,France,Male,32,4,131453.33,2,1,1,99215.73,0
11149,575,France,Female,66,7,80346.22,1,1,0,136093.47,0
11150,593,France,Female,51,4,60122.08,3,1,1,69500.04,0
11151,757,Germany,Female,47,5,99043.86,2,1,1,45125.0,1
11152,407,Germany,Male,57,3,114714.06,1,1,1,137008.42,0
11153,429,Spain,Female,45,4,83933.03,1,0,1,95901.69,0
11154,845,France,Female,71,0,43652.78,2,0,0,148886.32,1
11155,714,France,Female,22,2,23982.38,1,1,0,118974.26,0
11156,697,Germany,Male,56,0,47951.43,3,0,1,102945.04,0
11157,701,Spain,Female,69,3,36400.4,2,1,1,76258.42,0
11158,708,Germany,Female,47,2,81235.6,2,0,1,10167.79,0
11159,356,France,Male,47,1,79172.17,1,1,1,125075.58,0
11160,665,Spain,Female,69,10,64447.02,3,1,0,60008.8,0
11161,671,France,Male,67,2,69200.38,3,1,1,18020.34,0
11162,652,Spain,Male,39,7,79232.48,4,0,1,113493.33,0
11163,386,France,Male,22,7,159662.36,1,0,1,147981.05,0
11164,772,France,Female,72,1,138751.59,3,1,1,113042.81,1
11165,804,Spain,Female,56,6,35962.97,2,0,0,34377.55,0
11166,454,France,Male,71,6,93588.75,1,1,0,58140.6,0
11167,627,Spain,Female,39,6,50237.24,4,1,0,57807.82,0
11168,572,Germany,Male,53,7,63580.98,2,0,1,52570.96,0
11169,425,Germany,Female,48,5,55096.81,2,0,1,105598.35,0
11170,433,France,Female,38,9,33074.16,2,0,1,111110.17,0
11171,716,Spain,Male,53,10,9475.53,4,1,1,49016.66,0
11172,843,France,Female,44,7,73117.95,3,0,1,64712.25,0
11173,486,Spain,Male,65,9,80697.02,1,1,1,54958.6,0
11174,399,Spain,Male,30,4,137437.99,4,1,0,46125.33,0
11175,384,France,Male,70,2,16717.24,4,1,1,101885.72,1
11176,616,France,Male,53,9,98306.76,1,0,1,122173.12,0
11177,630,Spain,Male,27,6,46711.32,1,1,0,110151.0,0
11178,426,France,Male,21,10,85175.76,4,0,1,144685.05,0
11179,749,France,Male,66,10,22371.07,4,0,1,141807.82,0
11180,369,France,Female,56,4,55600.63,2,1,0,144833.82,0
11181,707,France,Male,24,2,62577.08,4,1,0,119579.69,0
11182,742,France,Female,67,2,68598.7,3,0,1,61700.8,0
11183,751,Germany,Female,18,7,81406.67,3,1,0,114445.85,0
11184,566,Spain,Male,36,0,60960.49,3,1,0,145445.13,0
11185,705,Spain,Female,35,7,74666.89,1,0,1,48482.67,0
11186,786,France,Female,50,3,106462.31,2,0,0,59236.66,0
11187,542,France,Male,34,7,66906.38,4,1,0,13305.81,0
11188,801,France,Male,66,3,80658.88,2,0,1,136968.12,0
11189,458,Spain,Male,61,6,89714.89,4,0,1,121471.74,0
11190,402,France,Male,37,10,44677.45,2,1,1,27129.06,0
11191,519,Germany,Male,49,8,6477.84,3,0,1,72258.15,0
11192,351,Spain,Female,23,1,42964.79,4,1,1,50678.01,0
11193,766,France,Female,40,4,43980.8,4,0,1,58679.85,0
11194,712,France,Male,26,5,197348.37,4,1,0,71323.2,0
11195,361,Germany,Female,63,10,175544.15,2,1,1,141894.58,1
11196,497,France,Male,30,5,40397.87,1,0,1,53722.77,1
11197,388,Spain,Male,71,6,44668.35,4,1,1,90732.45,1
11198,558,France,Male,60,3,87323.31,1,1,1,114245.57,1
11199,809,France,Female,54,3,101374.2,1,0,0,109068.11,0
11200,685,France,Female,42,4,28436.28,2,1,1,15222.97,0
11201,355,Germany,Male,55,7,10493.66,3,1,0,58519.78,0
11202,645,France,Male,41,8,180757.01,1,1,0,125889.46,0
11203,627,Spain,Male,67,7,129831.89,2,1,0,34460.72,0
11204,512,Spain,Male,64,2,21685.12,1,0,0,73071.13,0
11205,797,Spain,Female,34,10,34018.65,1,0,0,120332.5,0
11206,718,France,Female,71,7,20490.05,2,0,1,38788.94,0
11207,610,France,Female,74,6,81234.71,2,0,0,78452.29,1
11208,410,France,Female,27,9,100247.24,2,0,0,143233.54,0
11209,722,Spain,Female,28,5,48621.98,4,1,1,23575.66,0
11210,450,Spain,Male,18,9,25500.26,4,1,0,50024.35,0
11211,365,France,Male,20,3,81133.63,1,0,1,13621.25,0
11212,680,Germany,Male,23,10,103377.86,2,1,0,18119.62,0
11213,719,Spain,Male,64,4,68279.37,2,1,0,122652.76,0
11214,420,Spain,Female,62,7,39507.51,1,1,0,84282.06,0
11215,658,Germany,Male,27,3,101775.59,2,0,0,96195.99,0
11216,516,Spain,Male,61,6,65003.12,4,1,1,46612.49,0
11217,666,Spain,Female,37,6,3036.06,1,1,1,108726.81,0
11218,519,France,Male,39,1,73759.81,2,0,1,30282.84,0
11219,487,France,Female,47,9,7139.42,1,0,0,38065.24,1
11220,816,Germany,Female,53,8,124382.24,2,1,1,18659.3,0
11221,654,France,Female,24,6,95557.38,2,0,1,142459.96,0
11222,550,France,Female,69,7,10194.63,2,1,0,56023.17,0
11223,731,Spain,Male,42,2,80583.61,2,1,1,50565.39,0
11224,727,Germany,Male,43,7,141147.99,3,1,1,69116.23,0
11225,772,Germany,Female,38,0,56817.05,2,1,1,42574.73,0
11226,646,Spain,Female,64,2,60062.94,4,1,1,137525.98,0
11227,388,France,Male,22,9,164274.17,2,1,0,49277.58,1
11228,661,Spain,Male,19,10,22363.83,2,1,0,16367.68,0
11229,792,Spain,Female,52,3,58432.48,1,0,1,127791.18,0
11230,373,France,Male,67,8,14995.92,3,0,0,111750.33,0
11231,706,France,Female,43,7,64248.05,3,0,0,35590.65,0
11232,396,France,Male,29,8,72106.19,4,1,1,62591.06,0
11233,622,Spain,Female,27,10,26653.59,4,1,0,32275.67,0
11234,557,France,Male,43,3,36763.9,1,1,1,135958.96,0
11235,718,France,Female,62,10,76266.55,2,1,0,137805.1,0
11236,432,Spain,Female,72,5,90321.18,4,1,0,17508.11,0
11237,723,Germany,Male,41,6,93064.83,2,0,1,40464.99,0
11238,460,Germany,Female,39,5,135411.97,2,0,1,67550.96,0
11239,625,Germany,Male,19,10,109052.17,3,1,0,96739.27,0
11240,383,France,Female,66,10,111411.55,3,1,0,126226.85,1
11241,779,France,Female,68,4,10824.26,2,0,0,135731.8,0
11242,441,France,Male,27,1,59023.86,4,1,1,140587.71,0
11243,786,France,Female,41,10,254801.55,1,1,1,90484.59,1
11244,485,Germany,Female,27,1,201114.26,2,1,1,113899.71,1
11245,754,Germany,Male,23,7,116802.81,3,0,0,135134.38,1
11246,531,Germany,Male,63,4,111589.78,4,0,0,113802.78,1
11247,460,Germany,Male,34,0,126204.67,2,0,1,74977.21,0
11248,471,France,Male,68,10,44505.41,1,1,1,125877.07,0
11249,543,France,Female,32,8,183244.19,1,0,0,97935.28,0
11250,454,Spain,Female,27,3,46140.74,4,0,1,50094.06,0
11251,810,France,Female,20,1,63384.97,2,1,0,14154.75,0
11252,618,Germany,Male,39,6,196122.63,2,0,0,116923.5,0
11253,633,France,Female,36,10,54121.49,4,0,1,12834.36,0
11254,404,Spain,Female,34,2,89494.93,3,0,1,120518.24,0
11255,434,France,Male,27,0,33132.99,1,1,0,119222.74,0
11256,837,France,Female,23,1,29772.67,1,1,0,36918.29,1
11257,753,Germany,Female,30,8,62807.58,4,1,1,129851.41,0
11258,560,Germany,Female,54,10,47468.88,3,0,0,87995.25,1
11259,437,Spain,Female,56,1,78432.82,3,1,1,143392.41,0
11260,368,Germany,Female,23,0,22981.83,4,1,1,140654.55,0
11261,831,France,Female,27,5,62109.86,4,0,1,13268.73,0
11262,516,France,Female,52,5,1757.58,3,0,1,42939.9,0
11263,680,Germany,Female,19,4,45354.23,3,0,0,124012.02,0
